我一剑能挡百万兵,20,我一剑能挡百万兵。
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,116969271.03577517,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,117145924.17568441,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,117253743.21781807,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,117966588.22790651,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,118089092.03664042,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,118089092.03664042,0.125
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,118166705.33839418,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,118397047.26630098,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,118942015.86245953,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,119235091.92440335,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,119330786.93664362,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,119664793.43360344,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,120450603.88261756,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,120558557.43747064,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,120734557.61508632,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,121542856.81015699,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,121542856.81015699,0.125
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,121875177.64928532,0.125
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,122478415.75186113,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,122838734.14810473,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,122838734.14810473,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,123158104.30171894,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,123267770.6598352,0.25
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,123543381.3583266,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,123636549.6446465,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,124446525.25919324,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,124726718.6204289,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,124894187.90815887,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,125261343.50817864,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,125517589.13968778,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,125980809.0409338,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,126225417.88700753,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,126291050.46579672,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,126517294.7924027,0.125
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,126611974.29705444,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,126860766.14367463,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,127266399.65020467,0.125
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,127557258.20028566,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,128570999.45144688,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,128911232.32240023,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,129647742.70551273,0.125
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,130544044.48923318,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,131583219.10587846,0.125
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,131937078.67292024,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,132240378.08760817,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,133172830.74175437,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,133598327.17483382,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,134480648.81726202,0.125
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,134655852.07491949,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,134687598.87736335,0.125
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,134912572.14267164,0.25
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,134947831.74778754,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,135432200.68948206,0.125
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,135513750.44091561,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,135596806.33086544,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,135818007.97141638,0.125
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,136663335.90482602,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,137080766.23930565,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,137374256.64335981,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,138123667.36639288,0.125
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,138252985.75246775,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,138846202.3726832,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,139011994.21588078,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,139903430.65901011,0.125
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,140088109.40570316,0.125
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,140922900.07099283,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,141447574.6316587,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,141453052.5091804,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,142262311.68693477,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,142455137.70467854,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,143758240.85196385,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,144454084.89394408,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,144540179.86659715,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,144697682.72035977,0.25
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,145711550.35567603,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,146544718.5093984,0.125
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,148186084.81187376,0.125
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,148283197.74977943,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,148525411.5125722,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,148579779.11946568,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,149229786.936358,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,149251895.74463248,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,149334575.1927748,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,150195757.54789382,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,150697580.97822127,0.125
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,151206907.68890387,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,154303771.06940413,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,155019823.69136235,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,156991389.2067101,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,157187912.97018781,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,157615159.96991625,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,158557083.50361112,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,159036612.21623474,0.25
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,159329820.8878288,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,159385549.50276712,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,159720114.59148422,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,160313817.51055145,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,160876390.49385884,0.125
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,162204810.51443475,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,166309636.83847529,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,166456277.43150571,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,168244367.44233605,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,168979424.63014507,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,169243908.6511451,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,169620159.04709077,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,171159081.61404327,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,172973327.87633592,0.25
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,173099664.41616672,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,173469958.63506028,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,175379471.6586743,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,178887985.30091131,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,178926826.58796483,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,182848892.03340942,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,182853786.43543872,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,182853786.43543872,0.125
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,182999038.80726871,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,184006970.0706037,0.125
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,184996205.68490705,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,185252190.19568986,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,197797702.7737585,0.125
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,200507314.80985817,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,203368999.30082688,0.25
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,203387657.0479871,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,205616845.232813,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,210554106.48957208,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,211788865.75898921,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,212352149.79971448,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,215404460.13868445,0.125
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,218058125.77291137,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,225396486.49376738,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,234282597.0024139,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,239396430.25716558,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,241034356.27143717,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,242980568.10118693,0.125
