为什么鲛珠化泪抛,0,为何鲛珠化泪抛？
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,110615200.16378398,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,110802889.81837232,0.125
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,110902403.79808922,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,111292313.0487196,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,111297872.99973027,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,111452554.94917057,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,111758309.13465387,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,112600010.31584045,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,112996433.12487446,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,113076257.56863582,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,113090140.4072181,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,113148932.16771638,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,113539351.16840819,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,114581307.00960663,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,114810987.3963829,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,115188254.58563763,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,115531940.13555637,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,115577954.42566645,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,115577954.42566645,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,115855101.43117997,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,116060569.60203466,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,116641023.49212624,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,116715302.88429761,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,116721787.80548505,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,116721787.80548505,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,116762285.73069522,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,116906258.1433346,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,117740467.09128815,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,117915839.4511351,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,118130663.79334573,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,118189030.96641915,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,118479414.72887525,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,119084350.49437533,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,119115310.16613805,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,119275397.10137042,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,119277046.33391663,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,119623520.18045907,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,119756243.69374271,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,120090260.07889868,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,120185950.29372515,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,120263563.38476558,0.125
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,120416986.37837957,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,120716578.12497713,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,121676156.43186752,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,121676156.43186752,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,121844927.6122901,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,122439621.27980191,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,122643819.80936126,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,123230185.21398826,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,123452552.04800892,0.25
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,123709222.72558732,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,124936802.6834677,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,125868026.71630223,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,125986469.00462964,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,126432329.13598174,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,126631295.27525917,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,127159549.49964592,0.125
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,127376115.39117272,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,127410794.5313684,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,127769824.87526207,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,128138769.37192406,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,129098461.02670905,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,129207774.75741524,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,130278569.38149281,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,130359822.92573152,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,130439926.98432595,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,131399279.44301151,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,132000138.72029127,0.375
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,132706808.72281432,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,133330810.15884417,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,133803264.92522241,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,133838744.77868365,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,134065537.05653913,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,134556079.17674711,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,135348005.27599204,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,135843479.04215595,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,136561960.36538652,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,137017306.65506145,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,137271398.91374218,0.375
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,137317120.29166368,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,137437458.9496049,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,137529087.91502896,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,138813500.68674043,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,139384318.94857782,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,139880606.09379563,0.125
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,140555945.08627382,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,141507989.63309246,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,141944090.09884998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,146858007.58192375,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,148386089.6420061,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,150472876.58164212,0.125
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,150764976.79781085,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,151371075.09584647,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,153046442.43431419,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,153509156.67506921,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,154269845.11833489,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,156301080.84498402,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,156337305.81943932,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,156527618.33601695,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,157879059.23503733,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,158553147.2700856,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,159682060.65483841,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,159941668.43936193,0.125
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,160087506.4669348,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,160281412.75676212,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,160437200.7757996,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,161131925.99415299,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,162640112.49800673,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,166732487.9834598,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,166738621.49525616,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,167154861.49297351,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,167979202.14264315,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,170802456.0097442,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,171696269.31246647,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,171696269.31246647,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,172646094.34287789,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,173323979.47627601,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,177510629.81871575,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,178797748.26511198,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,180677655.58831352,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,184083303.60531443,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,184903698.52109477,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,186332651.93830487,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,186394866.06014618,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,187445427.40124255,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,191008076.42554867,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,191932298.46584091,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,195552352.59606957,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,196205750.93175116,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,196647704.0670889,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,215482670.27662593,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,216553366.58300471,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,220515495.36691573,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,245258290.57942989,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,283996835.90124243,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,287044435.49038517,0.0
