番王小丑何足论,2,番王小丑何足论，
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,4336969427.3136139,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,4344478092.363348,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,4362720536.8666182,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,4379393447.43958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,4392506372.5219803,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,4392506372.5219803,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,4432565975.108695,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,4457961529.1093588,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,4505882328.9588137,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,4530293574.5005379,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,4532636911.5546436,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,4534178857.9533587,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,4544680354.7931499,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,4577251581.613553,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,4578143651.9792137,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,4590303908.4059362,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,4596279776.4348364,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,4648560297.8016129,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,4701716992.3844261,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,4716051555.9850674,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,4718906827.8437958,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,4744601485.2205286,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,4773319957.2760401,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,4775921624.9960871,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,4783739221.065815,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,4784079663.0202417,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,4796878753.0573435,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,4827499757.1209164,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4831852280.0830126,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,4860270484.6081924,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4862144834.0859928,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,4862365430.3754082,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,4867139316.8047924,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,4872407761.3560982,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,4914758135.4736834,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4942440139.0252962,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,4976253486.0756512,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,5023317098.1952467,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,5049104529.2530231,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,5085625874.7871075,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,5095780143.0426416,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,5127174788.1946363,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,5131390978.4120064,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,5153668519.3909168,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,5193665486.4183445,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,5219798131.8435926,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,5251636681.3617401,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,5303608186.0332136,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,5317840965.6182184,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,5345180129.6932011,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,5442295550.0744038,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,5515693552.6032495,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,5568036383.3839493,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,5572987494.2642059,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5590953087.1265059,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5590953087.1265059,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,5609026487.4391518,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,5609026487.4391518,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,5635671230.2951612,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,5635671230.2951612,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,5660197784.7887802,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,5670974695.8932953,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,5678686851.369359,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,5688369621.9754047,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,5732681086.0599251,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5733918883.4585361,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,5744180929.3169165,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,5768126081.0473623,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,5816266170.1407499,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,5837041466.7159891,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,5878563153.615591,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,5884429562.0038519,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,5906736603.4605522,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,5912939243.6919556,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,6009678369.309741,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,6027459086.4228344,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,6066607365.5214701,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,6183649039.6714296,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,6186133018.6980171,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,6279112665.3691292,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,6284411073.9112663,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,6288742108.1133289,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,6296748770.3341875,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,6315872979.8068266,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,6315872979.8068266,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,6333803239.6573277,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,6370217825.6225986,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,6432907486.3042669,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,6445809359.677537,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,6469038195.4809942,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,6494107843.6605921,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,6601086437.8943729,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,6602097218.6030169,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,6636297208.8546238,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,6706222227.2568064,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,6742856511.1404676,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,6787114092.6102772,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,6827276128.0216045,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,6871413400.462389,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,6871413400.462389,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,6900865774.9617796,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,6906200701.3829079,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,6924088196.8881092,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,6971896983.4559021,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,6979535242.6747465,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,7011377565.23561,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,7028803807.9343386,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,7063243756.5189342,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,7098472048.6801405,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,7102362166.4311295,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,7170460974.4151516,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,7246613106.0733452,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,7371758307.2797604,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,7445577980.9509659,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,7457787954.5138245,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,7486508657.7550888,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,7560220074.0890665,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,7769994331.8130531,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,7785072179.6641006,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,7786926646.6801243,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,7823376695.4230947,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,7892501868.5828447,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,7899812198.4316101,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,7958635342.7991734,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,8082632406.3911886,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,8089723518.0944605,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,8121424535.7737303,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,8440242361.8346567,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8454635644.3356428,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,8473493446.7414007,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,8588598940.0033388,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,8712966856.182209,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,8725724357.6317558,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,8762776364.5604076,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,8780044545.1704369,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,8790626536.0377426,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,8917460152.4653034,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,9246315162.5043945,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,9422059883.3961983,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,9436097402.2983551,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,9453568210.4416409,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,9514011791.9071789,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,9560830230.0837345,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,9865395655.5717773,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,10831751681.476025,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,11101242362.309948,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,11609782262.91164,0.0
