残生一线付惊涛,145,残生一线付惊涛。
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,157949771.41418314,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,158615341.72351632,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,160740651.03361222,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,161554364.12934503,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,161843557.63440904,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,163864357.09010813,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,164208936.20013058,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,165249904.70796433,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,165595209.71084142,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,165595209.71084142,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,166022686.85057408,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,167460571.38298133,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,167464048.05779326,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,167715075.52178106,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,168190607.27274835,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,168485242.43938613,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,168786938.90841269,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,169218022.8180818,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,171290184.03555006,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,173029591.06005377,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,173055601.19031465,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,174798947.49706367,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,175899345.03917122,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,176435991.17668018,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,177129012.21054164,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,177283407.71837023,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,177385226.06145069,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,177585619.48699385,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,177786656.87815115,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,178578402.05570382,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,178879436.00263897,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,179944099.01427394,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,180057031.03675294,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,180095500.2450285,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,180157187.73350045,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,180517876.50116551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,180547321.6233145,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,181218497.88377482,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,181781279.43900529,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,182794424.04008546,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,185698215.40328386,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,186350170.69999382,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,186480225.61647227,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,186957747.46519575,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,187081868.53158996,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,187149286.10612118,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,187278217.47137409,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,188257442.23205009,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,188646488.00362027,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,188910898.41642168,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,189194884.93354353,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,190100657.56980076,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,190748436.3339783,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,190772781.65502003,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,191087283.70982239,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,191323143.47444892,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,191892041.04217142,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,192038272.26844406,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,192509929.61267704,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,192542750.62350959,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,193051037.72466367,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,195425068.14964694,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,195627567.08199066,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,195678529.44653779,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,196014353.5857847,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,196427347.37340647,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,197074300.24194166,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,197341398.11969724,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,197425736.34555876,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,198765492.57909483,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,199769916.94110847,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,200599766.46905634,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,200853479.7167674,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,201016623.48696372,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,201073401.14998057,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,201920819.32263929,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,205332689.51480517,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,205450790.10602307,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,205681533.69911149,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,206023742.55191043,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,206392159.31383306,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,207133695.88717726,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,209610745.35379714,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,209867531.5647257,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,210033635.74098918,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,210264949.69683763,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,210795918.15562943,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,212429285.83375591,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,212605509.49140298,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,212704516.40353465,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,213444197.87428612,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,213519093.13975245,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,214268662.35661978,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,215479938.01887372,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,217283876.88994396,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,218087465.07976222,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,218660989.71332616,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,221076621.93787235,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,222301903.60687009,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,222749488.17195806,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,222867537.10050705,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,223368532.24708155,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,223407242.51037401,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,225151382.72967571,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,225175517.48896039,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,228065610.26414052,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,230188383.71516359,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,230577393.20316386,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,230788115.98831874,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,230953795.70356646,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,231550383.68319106,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,232555490.97978142,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,236175262.43513566,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,237255094.73946619,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,237328064.58140269,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,238339127.0616602,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,240433697.33614412,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,241240103.99108759,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,243079819.91782832,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,243869656.45425299,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,248537657.20475662,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,249334598.27333611,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,249519168.03314891,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,251635051.98552826,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,251740337.75924608,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,253638890.39380538,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,253984804.24422011,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,254094512.23942557,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,254231411.28528005,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,254705950.2659519,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,258823028.94078216,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,258952632.5160566,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,259893410.53705868,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,260521925.92184958,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,261506133.83726799,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,262965691.27132326,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,267897447.19027656,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,270323419.22742027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,271025508.96445578,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,271264078.38300198,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,271781357.42253041,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,271971261.57783294,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,273228895.28006452,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,274264529.60527301,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,274811375.16840416,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,276461336.30602825,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,277172185.16079664,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,277240991.59114265,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,278875635.46692055,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,280763383.23605692,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,281228901.76352906,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,286429024.87447584,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,286837888.21414453,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,287515803.92700005,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,289274415.14529473,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,291110532.93445987,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,291245609.25590098,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,294332152.21456993,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,294937387.69275254,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,298412009.55854243,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,299294526.45093906,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,300664162.71870011,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,301263277.19910103,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,302734033.76607829,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,308637964.8494482,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,310539687.2869916,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,313173791.27789962,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,315754556.88267291,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,318755616.82738924,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,319393610.11543876,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,320152687.17114794,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,320152687.17114794,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,321046953.81118762,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,323045766.2493763,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,329250025.55685896,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,331912598.80824119,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,332415414.27484947,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,334088591.0891723,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,339039057.2610051,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,345752636.17203552,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,347659820.18753654,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,349790493.26562572,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,351981814.76242292,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,369971289.89990658,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,379057130.3750639,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,408504974.31611753,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,416161654.44907933,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,417402614.00565314,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,422787722.78113145,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,424459872.34373158,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,437410220.45602387,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,439118172.57393837,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,440843916.01388645,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,456847231.04851896,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,461089073.8922804,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,467754084.32052761,0.0
