我步步行来你步步爬,0,我步步行来你步步爬。
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,894768595.79139411,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,894955012.16624916,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,895387239.31759107,0.2222222222222222
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,895965459.18142581,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,899283402.37399352,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,901059245.28424907,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,902218027.42006862,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,903676071.59039605,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,904869411.45640254,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,909152834.77427852,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,910608201.47452796,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,911976090.4605695,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,914080860.15817606,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,914290114.31468737,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,918734856.17909622,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,919773347.71745443,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,922917092.95713747,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,924633767.88657677,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,927216800.27592826,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,928694493.38201654,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,929878298.39589119,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,941585155.32417679,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,944682165.68431461,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,945943821.93100643,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,947452211.38040817,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,949846489.25529003,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,950241584.02242529,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,953278083.16574252,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,953749923.4147501,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,956858385.84825933,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,959801032.83507025,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,960311096.47625256,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,960805087.81263769,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,961284237.37723684,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,961754445.62033451,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,963525892.62386739,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,965500655.3069371,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,965973678.4131608,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,966859098.35380304,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,970050075.68669677,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,975467920.66364443,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,977107703.96740031,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,978839441.00581312,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,979988189.23721683,0.2222222222222222
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,980536819.79751539,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,982140822.54267216,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,985532942.93546772,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,985727679.20624721,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,987280296.76630259,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,987536991.45141983,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,989832491.72917819,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,991426854.14460766,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,992487393.94669354,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,996489010.20395577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1000324367.7354169,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1002852574.9915358,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1009930280.1652387,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1010849477.3551422,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1012595512.1848645,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1021233050.064883,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1023226076.5980784,0.3333333333333333
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1024613917.4050188,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1025346034.5918319,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1026376423.1001464,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,1027464247.809978,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1027964553.9358766,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1034920374.6860434,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1034920374.6860434,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1036614216.7721699,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1044744320.3518538,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1044844085.2885188,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1048075528.8204985,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1049905745.3523557,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1051536282.7429323,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1052301309.7726789,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1060206895.9431853,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1060440955.6072259,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1065493473.7682159,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1068173258.7021919,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,1069088371.716153,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1069235693.7959334,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1071224306.0776476,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1075458268.759397,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1077050342.8985536,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,1083750842.0083036,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1088760212.5631833,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1090142576.38498,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1103687316.5075951,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1107805661.4075763,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1115965711.8636727,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1117811055.8914499,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,1118693708.4879322,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1119527929.0931458,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1123565500.9908113,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,1128894618.139189,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1132856880.4627895,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1136258112.9659026,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,1137584848.6266494,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1148295726.2129827,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,1149002537.6933475,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1150793089.9356961,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1151089094.2343338,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1153190680.2612584,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,1154391027.4468007,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,1159207223.5892532,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1161230949.5367582,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1161333919.712877,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1161426577.9586036,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,1161536436.9246078,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1165027157.1158826,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,1168776218.8436146,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,1171822052.4553382,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1179770697.1327436,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1182413332.6462498,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,1184893906.0850501,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,1186982014.1367812,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,1189772465.9778433,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1190876412.2215354,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,1192542842.06634,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,1194421414.0204358,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1195664118.2222402,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1197501481.7828853,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1209855751.6876855,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1212385812.8037248,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1218327659.2353704,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,1220207042.5081108,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1221385631.2515512,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1222034956.9641726,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1226482489.2509077,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1231196559.4796448,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,1239966984.6280231,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1240459734.2422225,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1241329610.3722568,0.2222222222222222
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1253221364.4422822,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1253450814.8487711,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1255371338.0514238,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1257176430.3252354,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1260780383.8222978,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,1261176234.9372506,0.2222222222222222
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1267027603.358475,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1286188086.4019947,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1290325632.98406,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1290719030.6988235,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1293524193.0069897,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1312599350.1858256,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,1313127181.3115132,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,1315901469.8487976,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1330151504.7152157,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1330318444.1792903,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1341414358.6404099,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1356214461.242099,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1357278939.5247304,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1360294088.3007376,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1364013304.0619907,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1367966642.837465,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1377717464.7748749,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1384349683.4433169,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1406385119.3528409,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1406825512.6164963,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,1410034813.0119781,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1412915426.0292234,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1418516072.1247199,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1420560341.3264112,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1423965596.6755219,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1428542576.7151566,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1438874847.7862725,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1440921668.4981468,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1441191838.474427,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1442880765.0736344,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1445496845.8200779,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1468640334.8578222,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,1470837295.6309538,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,1478568327.0835207,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1483135141.6348372,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,1488575897.4722149,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1491176473.6390984,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1493110086.4376106,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,1510646454.4653604,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,1513494401.3898659,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1514960650.0616927,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,1518683614.8950617,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,1522290218.5972693,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1543750040.0599604,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,1545362194.2223403,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1554542356.4889114,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1556050095.7076159,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1564472233.881707,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1568156481.1511052,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1609995706.0459673,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,1616819044.9788105,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,1644954471.1248722,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1655909952.3615649,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1657190109.9065561,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,1669976675.6052761,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1693446410.3849919,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1696593905.8774798,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1697009635.1260078,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1701243145.1279624,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1701243145.1279624,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1714867520.1505158,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,1733926294.125916,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,1733926294.125916,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1770115742.7453902,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1788985042.5192213,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,1789837011.7843993,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,1823014617.8779111,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1923277660.1809132,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,1932542909.9895313,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,2158592793.4556861,0.1111111111111111
