催祥云驾瑞彩速赴佛场,0,催祥云驾瑞彩速赴佛场。
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,8534680233.5207539,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,8586128985.8575459,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,8650324431.5825005,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,8676758920.5462627,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,8727166845.8280773,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,8760233400.2530804,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,8762100110.3965034,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,8804107872.3593178,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,8844696881.0681858,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,8854851666.1157837,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,8855216042.2506561,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,8864155630.9938126,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,8936813054.7255764,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,8978800663.627903,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,8992990556.4603672,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,9043906653.2917118,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,9085817013.5426159,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,9152431341.4620571,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9187635242.4767342,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,9201252702.2254982,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9210797337.1050949,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,9238289327.8549633,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,9266402625.2462425,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,9280293727.4940376,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,9315851884.6567497,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,9382267029.177784,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,9524845797.0918903,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,9532778555.3105984,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,9588241938.5633659,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,9606887420.0632381,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,9618182625.4782543,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,9631258258.0389919,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,9636094612.4457932,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,9743095116.69771,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,9761149978.3461533,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,9765808711.2757893,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,9833648927.1517143,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,9890965469.6767693,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,9912257360.4493217,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,9920041476.9794865,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,9943588291.5859299,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,10057307430.313543,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10094235907.304646,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,10124868991.489515,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,10141998439.699898,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,10177265244.199665,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,10229478261.77527,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,10244157667.57662,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,10296627631.749989,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,10324453005.287319,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,10359858666.193598,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,10426540272.64172,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,10427416665.95163,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,10453570979.24408,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,10474651657.247211,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,10494175106.646755,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,10543421802.748362,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10590127578.861776,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,10620461521.306942,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,10640797977.15881,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10659743337.405224,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,10660925738.699631,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,10681922453.227358,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,10758230639.193636,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,10885689792.349953,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,10910985971.141613,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,10925485447.409441,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,10998407849.132877,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,11002334280.779675,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,11031223162.554863,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,11201732798.816479,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,11237785347.25985,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,11244542183.719292,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,11251956912.076159,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,11279432665.556955,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,11422866087.103855,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,11439075796.696003,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,11489342408.564949,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,11511599578.80644,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,11535171494.94327,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,11551827031.193819,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,11554055677.929667,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,11577863244.434858,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,11592901247.118399,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,11595212570.267836,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,11604274873.146915,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,11642172944.090019,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,11709054043.140083,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,11733758253.811749,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,11793416600.351873,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,11817127555.67275,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,11851408996.860451,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,11851408996.860451,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,11921285100.706877,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,11943445224.631899,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,11952246547.227482,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11966105686.228453,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,12008485675.755335,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,12012984258.229599,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,12029055363.952211,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,12029055363.952211,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,12059685670.377144,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,12112526487.680367,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,12209368561.671722,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,12350300194.258022,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,12468128108.008545,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,12482896803.715767,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,12492737909.883678,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,12545452313.32538,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,12630761009.764944,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12638916290.491528,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,12638916290.491528,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,12639801490.728233,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,12673326348.744265,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,12724534516.902908,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,12781697088.76111,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,12834375364.95042,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,12878494948.037304,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,13101854557.976782,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,13231322419.522209,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,13271091140.806641,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,13430812110.375574,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,13510653536.729908,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,13510698338.469065,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,13601445792.060575,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,13605997351.718493,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,13622892804.162844,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14090106825.256653,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,14096711112.712873,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,14128969922.872885,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,14145796279.24563,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,14375598027.562536,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,14385909372.276175,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,14559512646.640667,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,14559512646.640667,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,14776111510.483524,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,14880159350.699598,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,14945240369.946556,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,15078282890.597683,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,15123052275.563555,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,15169913941.994932,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,15251184980.97851,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,15424720713.968838,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,15563995016.906229,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,15722243537.819382,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,15769545986.488493,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,15775982005.201624,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,15896414403.047821,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,15939835168.682272,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,16008918905.652477,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,16060600646.484095,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,16096979086.554504,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,16097220663.322111,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,16113789179.215639,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,16171862116.278469,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,16298114370.225822,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,16320555876.121447,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,16538775353.253054,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16598015334.452568,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16598015334.452568,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,16657680998.091137,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,16972170187.75569,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16973212340.479027,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,17266514899.451241,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,17417163594.995766,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,17612528513.041363,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,17655832292.03709,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,17709438521.782104,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,17720666437.941727,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,18086658557.970196,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,18268326735.032444,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,18331304661.092983,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,18378805190.973019,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,18533322177.954338,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,18612361773.07317,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,18842924684.269508,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,18962864019.162643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,19046030579.400127,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,19685856881.120018,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,19948051256.021881,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,20256758410.343468,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,20365880777.465347,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,20685665438.147865,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,21002516475.947899,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,21184686462.928364,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,21525715832.004948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,21575370781.672688,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,22632119397.778049,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,22997765111.73494,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,23327696547.487785,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,24449338620.777866,0.0
