种富得富如此报,7,种福得福如此报，
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,392804195.81169361,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,393152211.08636212,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,393887675.5177592,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,394752668.66321862,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,397023955.91504586,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,397588265.60278577,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,398096066.75181437,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,398348014.8220939,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,398757966.39542788,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,398760114.81086969,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,404682274.2389698,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,405187617.53389788,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,405501476.85316807,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,406380213.00730288,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,407060642.66466337,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,407099253.84261501,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,407770125.56449443,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,409183572.47163588,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,410153615.88576353,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,410884196.55974376,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,411309104.36169893,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,413710831.06292659,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,413775183.45075446,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,413987910.4347316,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,415202093.70412397,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,415753971.7193346,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,416625405.02064425,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,416840595.4931283,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,417485164.9996736,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,418745331.86387318,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,421496001.08470178,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,421798284.42508548,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,422730251.38076514,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,423199024.21068805,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,430851191.8270995,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,433844447.14757949,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,435048958.55504507,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,436130383.69628692,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,436778887.43721968,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,438614932.77599406,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,441283097.16819715,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,442248603.44609028,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,442533820.70562327,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,442690887.73118639,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,443656141.9138853,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,449031776.54929763,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,451911799.9593569,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,452554312.86066908,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,453062452.56533104,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,455575655.22014076,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,456035102.54325742,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,456248758.93971556,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,457419916.39286923,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,458970521.45871866,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,460741561.19376642,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,463421517.05739808,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,464021740.13987488,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,464615181.4956556,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,464615181.4956556,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,464947460.31437021,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,467759479.25413364,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,467926379.75671214,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,469982534.81377196,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,469982534.81377196,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,471192479.71720886,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,471344158.60224706,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,471614096.15729672,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,471686866.31039017,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,472420204.48375636,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,473772804.08228076,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,475331157.29258782,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,480818425.54215533,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,481569542.10503918,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,481867549.48121959,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,483506670.2777065,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,486943448.72484165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,490721835.76295048,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,499008331.97058624,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,499567054.3438319,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,500447212.29880565,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,501787776.88828647,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,502513597.47344106,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,503446554.45171499,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,503941621.46924889,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,506167753.42142648,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,508467246.16184425,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,509256941.41388947,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,510165956.18755221,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,510449176.67740101,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,510969128.2053172,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,511304329.08502537,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,513437432.89547676,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,516176542.08674353,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,517864945.72997677,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,520143402.92112207,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,525228851.77263612,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,525383889.16389257,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,525835774.22859991,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,526983900.54942197,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,530705166.61775106,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,531105306.56058133,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,531105306.56058133,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,533914701.58370984,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,536013699.24036425,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,537098957.1618464,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,544261483.18793344,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,546304523.7484386,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,546694032.64236486,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,551468870.88827777,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,552160601.57409918,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,553961192.28078341,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,555907519.46483958,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,558436872.7695998,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,558719223.55400479,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,559993087.19813776,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,561620762.77903903,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,564135606.98658085,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,564206484.47001946,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,565486111.42241979,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,566528087.1769557,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,567465400.6649245,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,567885200.76312554,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,569651978.21139967,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,572110171.5887326,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,572910149.80218112,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,574818268.60333431,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,575667359.86668432,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,584182455.72399557,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,585835424.24866855,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,588107025.56668866,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,590241929.35444105,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,591627225.65791881,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,600065208.30353212,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,603651793.23307741,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,607170513.13603151,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,607471106.22252405,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,608019248.68856299,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,611727356.20380139,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,614267455.65613139,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,615068137.55017269,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,617483787.09006262,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,622085032.93683529,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,622752662.0900892,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,624030527.52836895,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,624658686.95467377,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,626398566.20634544,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,626931033.92531002,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,628533394.50067437,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,631499301.35392225,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,631805102.45373034,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,632134172.04613137,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,633599089.34999812,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,645008279.10965991,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,652747036.35236168,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,652932075.59185648,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,654561410.39466298,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,655992567.53334618,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,665617199.25974035,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,666257102.88726985,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,668786835.39160645,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,670451267.98581123,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,673797194.93572485,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,677208225.16373825,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,678190282.88073599,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,691763279.19424331,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,693905686.06116712,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,701864659.87877381,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,705826135.51808178,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,716243851.0073272,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,716569382.5907706,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,731797549.89574444,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,732336822.91452873,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,744131252.31974304,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,745546800.79091406,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,775467609.8713944,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,776089170.60379982,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,782407590.71073735,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,787248192.3268621,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,793942164.49101305,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,795503835.33566463,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,826409895.96437335,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,839362979.86786997,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,846312093.71212709,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,849931590.08293331,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,849931590.08293331,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,855564757.07550752,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,865047681.75355065,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,876252289.6690551,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,910777633.47146571,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,917130328.67457259,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,980920094.64731371,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,989055197.23983061,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,997748974.91637051,0.0
