善果心花可自豪,0,善果心花可自豪。
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,369677276.91541749,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,374265062.84220654,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,374921702.33569163,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,376136664.4462558,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,376142877.62640035,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,376151637.41702479,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,381229350.39840949,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,384187809.77885526,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,384919339.97113639,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,385401488.97851342,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,388280696.18673885,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,388421238.18681645,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,390187312.72158688,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,391859640.86925864,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,392016279.82576644,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,392625108.79061621,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,392697215.00381279,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,393010483.17069083,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,393010483.17069083,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,393529930.70485723,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,398827072.14392078,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,399190572.25418794,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,399393002.36751491,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,400320503.511913,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,400917914.71761787,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,401486892.17553711,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,403018334.55346179,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,404250440.29370624,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,404582674.1401794,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,405822741.46818125,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,405822741.46818125,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,409647284.50839943,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,409714024.72602952,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,410398705.4843598,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,410784798.27028579,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,410970619.73229891,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,411146022.45525849,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,417208174.15413946,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,417245631.7057299,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,417677102.96624905,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,418060233.40345085,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,418681901.83369911,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,419476534.62288398,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,419739229.3162353,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,422140828.08508384,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,425302354.61144775,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,429862582.36045021,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,429878327.48884118,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,433691514.20574719,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,433854694.6553787,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,434154066.30928242,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,436608193.92526716,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,437631912.01927292,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,437907207.66283524,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,441885256.17293864,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,442594178.19495022,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,444580533.05482823,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,444925228.18190032,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,445635822.65944868,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,447090038.4254449,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,447935971.1836158,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,448441192.95966303,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,448645309.58813119,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,449602111.93819374,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,450037803.1211859,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,451663495.16938633,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,455631420.14171928,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,455977576.34953028,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,456001943.61316395,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,456886188.45635092,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,457145201.65617287,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,459223067.46096796,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,459282646.41504294,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,460077106.88593882,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,460990365.2067138,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,462942948.21898347,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,462987354.76943195,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,465790469.3606894,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,467623290.10771674,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,472702445.92703509,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,473357420.31031132,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,474985117.27151841,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,476974849.82014757,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,477037355.5937739,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,484880106.56870294,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,485189132.67320234,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,486406550.28251898,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,489517205.45422584,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,493243441.8590014,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,496321072.68663633,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,496487286.38740468,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,496687031.34488702,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,497228417.09045583,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,497358041.81705582,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,499109683.21060753,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,504375181.49324435,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,504815314.09945142,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,506376212.18373305,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,507064964.97881091,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,508440687.84238273,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,515535449.52996951,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,519194715.33756328,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,521623139.39271599,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,521646566.29385149,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,524410507.72444272,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,524606193.10245651,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,526253696.23436517,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,526718880.38136685,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,526814218.07426572,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,530739171.23807758,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,530739171.23807758,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,531765628.6749438,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,531851324.12404442,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,533252541.474397,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,536966629.60477936,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,537737383.02539396,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,537737383.02539396,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,538716985.26980841,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,545164365.69872057,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,546005071.21081007,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,547257357.67864048,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,552456215.14236474,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,553896435.43983817,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,556177748.70171773,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,558379115.97679424,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,558710121.64701617,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,560071944.12235987,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,566719326.84624171,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,568674065.16667593,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,575950678.24269581,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,579482835.67216277,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,583558158.21659005,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,584877415.9126265,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,585184442.16693592,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,585383980.95168602,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,585421755.43153965,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,585421755.43153965,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,587075419.80826926,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,588913048.52655888,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,593834091.1777755,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,594536001.97539282,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,595504130.38258171,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,600427658.57984328,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,604952711.94154394,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,609741304.83490586,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,622401126.49246192,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,623265485.13856602,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,623313705.22852099,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,624427809.74438858,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,634867405.92684925,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,639041244.47768795,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,640926773.37513053,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,643031803.99207973,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,655699879.82191241,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,657958606.94191849,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,665938322.74317861,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,668925325.7089653,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,674142649.44718051,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,678287730.63224268,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,681563094.88960958,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,681700990.93972278,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,688242055.88080657,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,696679039.19372153,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,706667746.6919713,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,715751843.30862904,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,719371234.18480003,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,726128391.78459668,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,726765060.09211409,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,727444941.41434443,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,728095209.7866745,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,735825758.57642853,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,736779135.80052876,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,744322884.88107908,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,746897801.01996303,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,758766152.19300318,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,763372522.56333375,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,803109804.17762911,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,804693205.29974771,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,807692354.29512084,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,842164571.22597921,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,846478673.88134801,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,852791565.28375173,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,860335667.35681546,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,878063270.32697678,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,889096272.50636828,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,890699938.3255235,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,893775290.02262044,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,909780623.11461973,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,923249002.2511884,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,933569005.56852126,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,934340789.93448722,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,942786948.00827706,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,963750242.87086499,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1055196712.9586089,0.0
