猛抬头见碧落月色清明,0,猛抬头见碧落月色清明。
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,502562174.84286851,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,506160356.44823366,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,506468195.5821529,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,506468235.03670114,0.2
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,507501173.14729089,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,508031199.47969037,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,509135825.48785746,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,509428558.64793289,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,509552688.48857057,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,511559792.39202553,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,511783974.81030667,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,515982476.2943694,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,515982476.2943694,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,516713144.6438874,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,517911347.05060494,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,518849205.95547444,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,519127513.92951936,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,519127513.92951936,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,519525488.74307561,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,520204498.28927672,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,523732096.4074074,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,525793296.78534216,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,525831209.6122787,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,528108618.06889158,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,528944966.9029994,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,532031453.31936359,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,539388247.5956881,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,539608898.33755159,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,542215801.17133427,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,543172915.21146619,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,543279175.89477968,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,544182135.92465127,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,546698480.88265085,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,549392123.24900973,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,550744359.7898407,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,551465721.12797141,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,552955543.8555094,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,553548158.94094241,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,558013226.89214659,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,558301395.57032907,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,559211100.88629746,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,559710688.46868193,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,561769682.56029797,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,565791473.88742971,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,567154177.27925324,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,568607410.76120746,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,570293378.43140757,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,570530999.18892598,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,570942769.83885825,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,573340859.44667578,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,574154578.45014751,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,575418132.39003873,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,575445141.34806669,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,575900963.13659739,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,577352980.29819429,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,583199519.20809889,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,585289859.72634566,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,589560689.44010544,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,590905497.82310629,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,592576518.00796652,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,594197018.08325052,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,594257303.42212296,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,594402291.64948511,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,594676635.39993846,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,595470044.28122532,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,595484526.68941176,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,595489663.91803193,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,595725034.97793126,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,598290313.96788979,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,599654025.04637456,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,601132881.09057975,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,604162314.98849869,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,606915086.05477715,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,607055071.04682565,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,609879637.32156777,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,612815281.10045838,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,612815281.10045838,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,618117529.08082306,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,619027298.69175696,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,623760947.99438381,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,625571898.65830624,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,626101857.77236056,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,626101857.77236056,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,629122009.23256028,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,632949579.7596885,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,634671678.06389236,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,635829911.67467308,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,639041895.10140002,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,639194799.85396373,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,640583729.79754972,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,641377531.30712438,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,641801584.48501194,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,643881944.3089515,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,644261738.4637202,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,646312743.83254254,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,647841329.04826999,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,648456322.92859447,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,650274857.56483936,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,651713897.31130397,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,652899419.68163025,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,652993081.0247184,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,653524510.8310585,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,654151946.11346543,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,654189335.63965404,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,654763752.06747425,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,657262015.31657088,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,658946153.97104537,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,661278275.05221105,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,664797873.36092281,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,664936335.73053384,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,665141606.92515099,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,665570848.38206589,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,666693459.26190841,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,667858279.10483205,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,668726507.42688668,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,669306974.89086294,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,671649414.98472536,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,672449078.85184145,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,672905552.95680964,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,677518142.16223931,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,678900713.05972326,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,679464110.42274022,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,679825994.89470077,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,680801337.86011398,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,711993015.8530364,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,712250747.97173631,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,712250747.97173631,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,712715800.24961782,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,721963256.52325678,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,725951799.22055638,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,731065141.96924496,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,731954008.34908891,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,735412390.7518003,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,736928256.99420881,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,738505893.96561074,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,739958586.33465374,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,743110447.34109986,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,744215298.11951387,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,752067127.49679554,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,758617740.12936473,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,761306805.81111467,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,763009756.30757344,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,766595746.55101264,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,768663631.72049117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,769321684.67830181,0.1
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,769801831.28963387,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,786795898.77514708,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,791174281.37363183,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,793593772.43511558,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,794550379.42700779,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,797440427.66335261,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,803041243.63184202,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,803762347.43051064,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,807019416.85138726,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,813682681.33481193,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,823383788.10474837,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,827129069.77293122,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,827772437.25076389,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,828931273.13762701,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,841044613.58688855,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,853558540.97743297,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,856647199.76171303,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,856647199.76171303,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,868962951.04224694,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,895935368.98740757,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,911449011.11701083,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,915087171.40294838,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,924619349.6742475,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,932866631.09659803,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,950397797.056288,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,954220756.63163865,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,958115459.43570948,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,976048210.70645893,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,977318812.13233495,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,986379443.63638985,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,1022265544.2254009,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,1028257694.4131268,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,1053356021.8785267,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1059003768.7208698,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,1061373585.8764457,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1079364859.0114911,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,1091985309.9656839,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,1099045417.25331,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1124352740.2358241,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,1171048863.0808213,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,1225552292.5812774,0.1
