寸土怎能够属于他人,6,寸土怎能够属于他人。
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,113516680.45325492,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,113520149.11812952,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,114235350.35090047,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,114367897.44583769,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,114729508.75402993,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,114808990.48652582,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,114948087.58176646,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,115061803.69041525,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,115129443.97166951,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,115232728.39942652,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,115471887.87879273,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,115652357.48259409,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,116496147.42092703,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,117260268.7730014,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,117504738.31610103,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,118217059.88300827,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,118259673.0599644,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,118647703.94923575,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,118669654.10906444,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,118718458.47114582,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,118812968.93990116,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,119333394.81112012,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,119373796.0920887,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,119449005.75275527,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,119765440.50428133,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,120214726.44011718,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,120735817.16760041,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,120907461.28844124,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,121160600.73199563,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,121306664.40809973,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,121414641.74255848,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,121730076.88221782,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,122012418.47555025,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,122371664.36617994,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,122746733.00477295,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,122795785.86642581,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,122826694.94396077,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,123055761.71305601,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,123452424.80656119,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,123640079.56153315,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,123963402.60271202,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,124316726.905581,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,124721245.94103475,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,124940124.48558143,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,125998925.18524672,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,126732558.07668512,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,126774352.94705965,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,128062177.73961802,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,128174567.13577309,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,129151099.2021075,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,129582661.72320741,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,130894956.83714123,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,131456259.78112666,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,132536423.78976294,0.3333333333333333
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,133134394.11308292,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,133198124.03052203,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,134231875.25165266,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,134759446.75915667,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,135220966.17579201,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,135711389.19013071,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,135808012.4065727,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,136474732.75533396,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,136598879.7500248,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,136684543.67985615,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,137111372.21801454,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,137193265.28977367,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,137700819.475537,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,138401099.64627951,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,139858178.6506215,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,140701608.77222571,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,140978627.06281057,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,142441000.14178762,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,143357787.68553415,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,143665285.12911743,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,145487888.03466427,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,145742797.80896083,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,146528621.66224891,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,146828735.37740085,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,147651926.71106029,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,148385863.9897851,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,148554414.89407578,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,148975133.58566615,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,149798577.46194705,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,150219236.29776198,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,151112024.6127755,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,151123051.34352219,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,152033495.9969469,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,152099894.946062,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,152342775.39199156,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,153729068.11743313,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,155427880.62192878,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,155777836.93975106,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,156411390.00270826,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,156926661.99728245,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,157294937.11775631,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,158063813.00472361,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,159403184.67942399,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,159508061.15188268,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,161356832.7882835,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,162419431.2133356,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,162443195.77301478,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,163272471.3543852,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,163306172.87082809,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,163329808.03606257,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,164338645.78411543,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,164407874.90764403,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,165175483.84339237,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,166513511.11074162,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,167759919.2872512,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,169087123.14950156,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,169380118.61316046,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,170703372.85606351,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,170892572.86037344,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,172383307.56847724,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,173932447.86718872,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,175805683.7018719,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,176349535.97100148,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,177151877.6901257,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,178287845.47284266,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,179674765.09138685,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,179745943.46112016,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,182126417.23754776,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,184030556.23594484,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,187522126.73897472,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,190312832.05166948,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,195901432.89460841,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,195901432.89460841,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,206069755.7146998,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,207052470.29106846,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,211376746.9361822,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,219241070.97054115,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,220441528.24558765,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,234681702.50546849,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,246831194.7707904,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,254208984.62100214,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,256643709.71826163,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,257508598.06946272,0.3333333333333333
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,257764340.3744216,0.3333333333333333
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,262078381.42320088,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,262769748.80396354,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,264146170.78831151,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,270968315.31399363,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,275402972.4505676,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,279108787.62783587,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,293408352.7207728,0.0
